Level	Rule Name	Subject	Property	Value
ERROR	multiple_definitions	BFO:0000004	IAO:0000115	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en	
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en	
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en	
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en	
ERROR	multiple_definitions	BFO:0000051	IAO:0000115	Q1 has_part Q2 if and only if: every instance of Q1 is a quality_of an entity that has_quality some Q2.	
ERROR	multiple_definitions	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)	
ERROR	multiple_definitions	BFO:0000062	IAO:0000115	x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
ERROR	multiple_definitions	CHEBI:35274	IAO:0000115	A derivative of ammonium, NH4(+), in which one (or more) of the hydrogens bonded to the nitrogen have been replaced with univalent organyl groups. The substituting carbon of the organyl group must not itself be directly attached to a heteroatom (thereby excluding protonated amides, hemiaminals, etc).	
ERROR	multiple_definitions	CHEBI:35274	IAO:0000115	Ammonium, NH4(+), and derivatives formed by substitution by univalent groups.	
ERROR	multiple_definitions	GO:0005575	IAO:0000115	A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome).	
ERROR	multiple_definitions	GO:0005575	IAO:0000115	The part of a cell or its extracellular environment in which a gene product is located. A gene product may be located in one or more parts of a cell and its location may be as specific as a particular macromolecular complex, that is, a stable, persistent association of macromolecules that function together.	
ERROR	multiple_definitions	GO:0032991	IAO:0000115	A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.	
ERROR	multiple_definitions	GO:0032991	IAO:0000115	Any macromolecular complex composed of two or more polypeptide subunits, which may or may not be identical. Protein complexes may have other associated non-protein prosthetic groups, such as nucleotides, metal ions or carbohydrate groups.	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	The official OBI definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en	
ERROR	multiple_definitions	IAO:0000115	IAO:0000115	The official definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Add as annotation triples in the granting ontology@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Use on obsolete terms, relating the term to another term that can be used as a substitute@en	
ERROR	multiple_definitions	RO:0002131	IAO:0000115	A overlaps B if they share some part in common.	
ERROR	multiple_definitions	RO:0002131	IAO:0000115	x overlaps y if and only if there exists some z such that x has part z and z part of y	
ERROR	multiple_definitions	SO:0000110	IAO:0000115	An extent of biological sequence.	
ERROR	multiple_definitions	SO:0000110	IAO:0000115	Any extent of continuous biological sequence.	
ERROR	missing_ontology_license	http://purl.obolibrary.org/obo/fypo/src/ontology/import-statements.owl	dc:license		
ERROR	missing_ontology_title	http://purl.obolibrary.org/obo/fypo/src/ontology/import-statements.owl	dc11:title		
ERROR	multiple_labels	BFO:0000015	rdfs:label	process	
ERROR	multiple_labels	BFO:0000015	rdfs:label	process@en	
ERROR	multiple_labels	BFO:0000019	rdfs:label	quality	
ERROR	multiple_labels	BFO:0000019	rdfs:label	quality@en	
ERROR	multiple_labels	BFO:0000040	rdfs:label	material entity	
ERROR	multiple_labels	BFO:0000040	rdfs:label	material entity@en	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part of@en	
ERROR	multiple_labels	BFO:0000050	rdfs:label	part_of	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has part@en	
ERROR	multiple_labels	BFO:0000051	rdfs:label	has_part	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded by@en	
ERROR	multiple_labels	BFO:0000062	rdfs:label	preceded_by	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes	
ERROR	multiple_labels	BFO:0000063	rdfs:label	precedes@en	
ERROR	multiple_labels	BFO:0000066	rdfs:label	occurs in	
ERROR	multiple_labels	BFO:0000066	rdfs:label	occurs in@en	
ERROR	multiple_labels	BFO:0000067	rdfs:label	contains process	
ERROR	multiple_labels	BFO:0000067	rdfs:label	contains process@en	
ERROR	multiple_labels	CHEBI:35274	rdfs:label	ammonium ion	
ERROR	multiple_labels	CHEBI:35274	rdfs:label	ammonium ion derivative	
ERROR	multiple_labels	CL:0000000	rdfs:label	cell	
ERROR	multiple_labels	CL:0000000	rdfs:label	cell@en	
ERROR	multiple_labels	GO:0004842	rdfs:label	ubiquitin-protein ligase activity	
ERROR	multiple_labels	GO:0004842	rdfs:label	ubiquitin-protein transferase activity	
ERROR	multiple_labels	GO:0005634	rdfs:label	nucleus	
ERROR	multiple_labels	GO:0005634	rdfs:label	nucleus@en	
ERROR	multiple_labels	GO:0016020	rdfs:label	membrane	
ERROR	multiple_labels	GO:0016020	rdfs:label	membrane@en	
ERROR	multiple_labels	GO:0019787	rdfs:label	small conjugating protein ligase activity	
ERROR	multiple_labels	GO:0019787	rdfs:label	ubiquitin-like protein transferase activity	
ERROR	multiple_labels	GO:0044464	rdfs:label	cell part	
ERROR	multiple_labels	GO:0044464	rdfs:label	cell part@en	
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition	
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition@en	
ERROR	multiple_labels	IAO:0000115	rdfs:label	textual definition	
ERROR	multiple_labels	IAO:0000116	rdfs:label	editor note	
ERROR	multiple_labels	IAO:0000116	rdfs:label	editor note@en	
ERROR	multiple_labels	IAO:0100001	rdfs:label	term replaced by	
ERROR	multiple_labels	IAO:0100001	rdfs:label	term replaced by@en	
ERROR	multiple_labels	RO:0000053	rdfs:label	bearer of	
ERROR	multiple_labels	RO:0000053	rdfs:label	bearer of@en	
ERROR	multiple_labels	RO:0000056	rdfs:label	participates in@en	
ERROR	multiple_labels	RO:0000056	rdfs:label	participates_in	
ERROR	multiple_labels	RO:0000086	rdfs:label	has quality	
ERROR	multiple_labels	RO:0000086	rdfs:label	has quality@en	
ERROR	multiple_labels	RO:0000086	rdfs:label	has_quality	
ERROR	multiple_labels	RO:0000087	rdfs:label	has role	
ERROR	multiple_labels	RO:0000087	rdfs:label	has role@en	
ERROR	multiple_labels	RO:0000087	rdfs:label	has_role	
ERROR	multiple_labels	RO:0001000	rdfs:label	derives from@en	
ERROR	multiple_labels	RO:0001000	rdfs:label	derives_from	
ERROR	multiple_labels	RO:0001015	rdfs:label	location of@en	
ERROR	multiple_labels	RO:0001015	rdfs:label	location_of	
ERROR	multiple_labels	RO:0001019	rdfs:label	contains	
ERROR	multiple_labels	RO:0001019	rdfs:label	contains@en	
ERROR	multiple_labels	RO:0001025	rdfs:label	located in@en	
ERROR	multiple_labels	RO:0001025	rdfs:label	located_in	
ERROR	multiple_labels	RO:0002087	rdfs:label	immediately preceded by@en	
ERROR	multiple_labels	RO:0002087	rdfs:label	immediately_preceded_by	
ERROR	multiple_labels	RO:0002131	rdfs:label	overlaps	
ERROR	multiple_labels	RO:0002131	rdfs:label	overlaps@en	
ERROR	multiple_labels	RO:0002180	rdfs:label	has component	
ERROR	multiple_labels	RO:0002180	rdfs:label	has component@en	
ERROR	multiple_labels	RO:0002180	rdfs:label	has_component	
ERROR	multiple_labels	RO:0002211	rdfs:label	regulates	
ERROR	multiple_labels	RO:0002211	rdfs:label	regulates@en	
ERROR	multiple_labels	RO:0002212	rdfs:label	negatively regulates	
ERROR	multiple_labels	RO:0002212	rdfs:label	negatively regulates@en	
ERROR	multiple_labels	RO:0002213	rdfs:label	positively regulates	
ERROR	multiple_labels	RO:0002213	rdfs:label	positively regulates@en	
ERROR	multiple_labels	RO:0002215	rdfs:label	capable of	
ERROR	multiple_labels	RO:0002215	rdfs:label	capable of@en	
ERROR	multiple_labels	RO:0002216	rdfs:label	capable of part of	
ERROR	multiple_labels	RO:0002216	rdfs:label	capable of part of@en	
ERROR	multiple_labels	RO:0002328	rdfs:label	functionally related to	
ERROR	multiple_labels	RO:0002328	rdfs:label	functionally related to@en	
ERROR	multiple_labels	RO:0002329	rdfs:label	part of structure that is capable of	
ERROR	multiple_labels	RO:0002329	rdfs:label	part of structure that is capable of@en	
ERROR	multiple_labels	RO:0002331	rdfs:label	involved in@en	
ERROR	multiple_labels	RO:0002331	rdfs:label	involved_in	
ERROR	multiple_labels	RO:0002352	rdfs:label	input of	
ERROR	multiple_labels	RO:0002352	rdfs:label	input of@en	
ERROR	multiple_labels	RO:0002353	rdfs:label	output of	
ERROR	multiple_labels	RO:0002353	rdfs:label	output of@en	
ERROR	multiple_labels	RO:0002353	rdfs:label	output_of	
ERROR	multiple_labels	RO:0003000	rdfs:label	produces	
ERROR	multiple_labels	RO:0003000	rdfs:label	produces@en	
ERROR	multiple_labels	RO:0003001	rdfs:label	produced by@en	
ERROR	multiple_labels	RO:0003001	rdfs:label	produced_by	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (continuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [009-002] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (hasContinuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [126-001] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Continuant x) (Entity x))) // axiom label in BFO2 CLIF: [008-002] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Material Entity x) (exists (t) (and (TemporalRegion t) (existsAt x t))))) // axiom label in BFO2 CLIF: [011-002] 	
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (if (Occurrent x) (exists (r) (and (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion x r))))) // axiom label in BFO2 CLIF: [108-001] 	
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (iff (Occurrent x) (and (Entity x) (exists (y) (temporalPartOf y x))))) // axiom label in BFO2 CLIF: [079-001] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (IndependentContinuant x) (exists (r) (and (SpatialRegion r) (locatedInAt x r t))))) // axiom label in BFO2 CLIF: [134-001] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (and (IndependentContinuant x) (existsAt x t)) (exists (y) (and (Entity y) (specificallyDependsOnAt y x t))))) // axiom label in BFO2 CLIF: [018-002] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] 	
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x y t) (if (and (SpatialRegion x) (continuantPartOfAt y x t)) (SpatialRegion y))) // axiom label in BFO2 CLIF: [036-001] 	
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x) (if (SpatialRegion x) (Continuant x))) // axiom label in BFO2 CLIF: [035-001] 	
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] 	
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] 	
WARN	annotation_whitespace	BFO:0000020	IAO:0000602	(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] 	
WARN	annotation_whitespace	BFO:0000031	IAO:0000602	(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] 	
WARN	annotation_whitespace	IAO:0000115	IAO:0000116	2012-04-05:     Barry Smith        The official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions'  is terrible.        Can you fix to something like:        A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.        Alan Ruttenberg        Your proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria.         On the specifics of the proposed definition:        We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition.         Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable.         We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with.  @en	
WARN	annotation_whitespace	IAO:0000579	IAO:0000112	PubMed is a CRID registry. It has a dataset of PubMed identifiers associated with journal articles. @en	
WARN	annotation_whitespace	RO:0001018	IAO:0000116	Intended meaning:    domain: material entity    range: spatial region or site (immaterial continuant)            @en	
WARN	annotation_whitespace	RO:0002215	IAO:0000115	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 	
WARN	duplicate_exact_synonym	CHEBI:18420	oboInOwl:hasExactSynonym	magnesium cation	
WARN	duplicate_exact_synonym	CHEBI:39127	oboInOwl:hasExactSynonym	magnesium cation	
WARN	duplicate_exact_synonym	SO:0000298	oboInOwl:hasExactSynonym	INSDC_qualifier:other	
WARN	duplicate_exact_synonym	SO:0000657	oboInOwl:hasExactSynonym	INSDC_qualifier:other	
WARN	duplicate_exact_synonym	SO:0005836	oboInOwl:hasExactSynonym	INSDC_qualifier:other	
WARN	duplicate_exact_synonym	GO:0044427	oboInOwl:hasExactSynonym	chromosome part	
WARN	duplicate_exact_synonym	SO:0000830	oboInOwl:hasExactSynonym	chromosome part	
WARN	equivalent_pair	CL:0000000	owl:equivalentClass	GO:0005623	
WARN	missing_definition	BFO:0000024	IAO:0000115		
WARN	missing_definition	BFO:0000030	IAO:0000115		
WARN	missing_definition	BFO:0000141	IAO:0000115		
WARN	missing_definition	CARO:0000000	IAO:0000115		
WARN	missing_definition	CARO:0000003	IAO:0000115		
WARN	missing_definition	CARO:0000006	IAO:0000115		
WARN	missing_definition	CARO:0000014	IAO:0000115		
WARN	missing_definition	CARO:0030000	IAO:0000115		
WARN	missing_definition	CHEBI:12886	IAO:0000115		
WARN	missing_definition	CHEBI:12936	IAO:0000115		
WARN	missing_definition	CHEBI:132943	IAO:0000115		
WARN	missing_definition	CHEBI:13941	IAO:0000115		
WARN	missing_definition	CHEBI:144644	IAO:0000115		
WARN	missing_definition	CHEBI:15393	IAO:0000115		
WARN	missing_definition	CHEBI:15394	IAO:0000115		
WARN	missing_definition	CHEBI:15738	IAO:0000115		
WARN	missing_definition	CHEBI:15781	IAO:0000115		
WARN	missing_definition	CHEBI:15858	IAO:0000115		
WARN	missing_definition	CHEBI:15926	IAO:0000115		
WARN	missing_definition	CHEBI:16152	IAO:0000115		
WARN	missing_definition	CHEBI:16234	IAO:0000115		
WARN	missing_definition	CHEBI:16350	IAO:0000115		
WARN	missing_definition	CHEBI:16381	IAO:0000115		
WARN	missing_definition	CHEBI:16516	IAO:0000115		
WARN	missing_definition	CHEBI:16618	IAO:0000115		
WARN	missing_definition	CHEBI:16733	IAO:0000115		
WARN	missing_definition	CHEBI:16802	IAO:0000115		
WARN	missing_definition	CHEBI:16862	IAO:0000115		
WARN	missing_definition	CHEBI:16976	IAO:0000115		
WARN	missing_definition	CHEBI:17016	IAO:0000115		
WARN	missing_definition	CHEBI:17051	IAO:0000115		
WARN	missing_definition	CHEBI:17062	IAO:0000115		
WARN	missing_definition	CHEBI:17137	IAO:0000115		
WARN	missing_definition	CHEBI:17188	IAO:0000115		
WARN	missing_definition	CHEBI:17326	IAO:0000115		
WARN	missing_definition	CHEBI:17504	IAO:0000115		
WARN	missing_definition	CHEBI:17659	IAO:0000115		
WARN	missing_definition	CHEBI:17668	IAO:0000115		
WARN	missing_definition	CHEBI:17815	IAO:0000115		
WARN	missing_definition	CHEBI:17858	IAO:0000115		
WARN	missing_definition	CHEBI:17920	IAO:0000115		
WARN	missing_definition	CHEBI:17955	IAO:0000115		
WARN	missing_definition	CHEBI:18077	IAO:0000115		
WARN	missing_definition	CHEBI:18087	IAO:0000115		
WARN	missing_definition	CHEBI:18140	IAO:0000115		
WARN	missing_definition	CHEBI:18170	IAO:0000115		
WARN	missing_definition	CHEBI:18212	IAO:0000115		
WARN	missing_definition	CHEBI:18274	IAO:0000115		
WARN	missing_definition	CHEBI:18283	IAO:0000115		
WARN	missing_definition	CHEBI:18291	IAO:0000115		
WARN	missing_definition	CHEBI:18420	IAO:0000115		
WARN	missing_definition	CHEBI:19237	IAO:0000115		
WARN	missing_definition	CHEBI:19239	IAO:0000115		
WARN	missing_definition	CHEBI:19255	IAO:0000115		
WARN	missing_definition	CHEBI:19260	IAO:0000115		
WARN	missing_definition	CHEBI:19834	IAO:0000115		
WARN	missing_definition	CHEBI:20265	IAO:0000115		
WARN	missing_definition	CHEBI:20652	IAO:0000115		
WARN	missing_definition	CHEBI:20891	IAO:0000115		
WARN	missing_definition	CHEBI:21080	IAO:0000115		
WARN	missing_definition	CHEBI:22102	IAO:0000115		
WARN	missing_definition	CHEBI:22251	IAO:0000115		
WARN	missing_definition	CHEBI:22256	IAO:0000115		
WARN	missing_definition	CHEBI:22260	IAO:0000115		
WARN	missing_definition	CHEBI:22299	IAO:0000115		
WARN	missing_definition	CHEBI:22313	IAO:0000115		
WARN	missing_definition	CHEBI:22314	IAO:0000115		
WARN	missing_definition	CHEBI:22385	IAO:0000115		
WARN	missing_definition	CHEBI:22479	IAO:0000115		
WARN	missing_definition	CHEBI:22483	IAO:0000115		
WARN	missing_definition	CHEBI:22485	IAO:0000115		
WARN	missing_definition	CHEBI:22507	IAO:0000115		
WARN	missing_definition	CHEBI:22599	IAO:0000115		
WARN	missing_definition	CHEBI:22629	IAO:0000115		
WARN	missing_definition	CHEBI:22632	IAO:0000115		
WARN	missing_definition	CHEBI:22702	IAO:0000115		
WARN	missing_definition	CHEBI:22713	IAO:0000115		
WARN	missing_definition	CHEBI:22728	IAO:0000115		
WARN	missing_definition	CHEBI:22744	IAO:0000115		
WARN	missing_definition	CHEBI:22823	IAO:0000115		
WARN	missing_definition	CHEBI:22912	IAO:0000115		
WARN	missing_definition	CHEBI:22916	IAO:0000115		
WARN	missing_definition	CHEBI:22925	IAO:0000115		
WARN	missing_definition	CHEBI:22927	IAO:0000115		
WARN	missing_definition	CHEBI:22928	IAO:0000115		
WARN	missing_definition	CHEBI:22958	IAO:0000115		
WARN	missing_definition	CHEBI:22977	IAO:0000115		
WARN	missing_definition	CHEBI:22978	IAO:0000115		
WARN	missing_definition	CHEBI:22984	IAO:0000115		
WARN	missing_definition	CHEBI:22985	IAO:0000115		
WARN	missing_definition	CHEBI:22986	IAO:0000115		
WARN	missing_definition	CHEBI:23019	IAO:0000115		
WARN	missing_definition	CHEBI:23089	IAO:0000115		
WARN	missing_definition	CHEBI:23114	IAO:0000115		
WARN	missing_definition	CHEBI:23116	IAO:0000115		
WARN	missing_definition	CHEBI:23213	IAO:0000115		
WARN	missing_definition	CHEBI:23237	IAO:0000115		
WARN	missing_definition	CHEBI:23239	IAO:0000115		
WARN	missing_definition	CHEBI:23324	IAO:0000115		
WARN	missing_definition	CHEBI:23336	IAO:0000115		
WARN	missing_definition	CHEBI:23366	IAO:0000115		
WARN	missing_definition	CHEBI:23377	IAO:0000115		
WARN	missing_definition	CHEBI:23378	IAO:0000115		
WARN	missing_definition	CHEBI:23443	IAO:0000115		
WARN	missing_definition	CHEBI:23447	IAO:0000115		
WARN	missing_definition	CHEBI:23449	IAO:0000115		
WARN	missing_definition	CHEBI:23450	IAO:0000115		
WARN	missing_definition	CHEBI:23521	IAO:0000115		
WARN	missing_definition	CHEBI:23523	IAO:0000115		
WARN	missing_definition	CHEBI:23524	IAO:0000115		
WARN	missing_definition	CHEBI:23528	IAO:0000115		
WARN	missing_definition	CHEBI:23612	IAO:0000115		
WARN	missing_definition	CHEBI:23621	IAO:0000115		
WARN	missing_definition	CHEBI:23625	IAO:0000115		
WARN	missing_definition	CHEBI:23634	IAO:0000115		
WARN	missing_definition	CHEBI:23636	IAO:0000115		
WARN	missing_definition	CHEBI:23690	IAO:0000115		
WARN	missing_definition	CHEBI:23843	IAO:0000115		
WARN	missing_definition	CHEBI:23853	IAO:0000115		
WARN	missing_definition	CHEBI:23872	IAO:0000115		
WARN	missing_definition	CHEBI:23905	IAO:0000115		
WARN	missing_definition	CHEBI:23906	IAO:0000115		
WARN	missing_definition	CHEBI:23953	IAO:0000115		
WARN	missing_definition	CHEBI:23955	IAO:0000115		
WARN	missing_definition	CHEBI:23981	IAO:0000115		
WARN	missing_definition	CHEBI:24018	IAO:0000115		
WARN	missing_definition	CHEBI:24028	IAO:0000115		
WARN	missing_definition	CHEBI:24031	IAO:0000115		
WARN	missing_definition	CHEBI:24060	IAO:0000115		
WARN	missing_definition	CHEBI:24061	IAO:0000115		
WARN	missing_definition	CHEBI:24062	IAO:0000115		
WARN	missing_definition	CHEBI:24265	IAO:0000115		
WARN	missing_definition	CHEBI:24266	IAO:0000115		
WARN	missing_definition	CHEBI:24278	IAO:0000115		
WARN	missing_definition	CHEBI:24347	IAO:0000115		
WARN	missing_definition	CHEBI:24360	IAO:0000115		
WARN	missing_definition	CHEBI:24405	IAO:0000115		
WARN	missing_definition	CHEBI:24471	IAO:0000115		
WARN	missing_definition	CHEBI:24473	IAO:0000115		
WARN	missing_definition	CHEBI:24531	IAO:0000115		
WARN	missing_definition	CHEBI:24583	IAO:0000115		
WARN	missing_definition	CHEBI:24610	IAO:0000115		
WARN	missing_definition	CHEBI:24688	IAO:0000115		
WARN	missing_definition	CHEBI:24712	IAO:0000115		
WARN	missing_definition	CHEBI:24753	IAO:0000115		
WARN	missing_definition	CHEBI:24782	IAO:0000115		
WARN	missing_definition	CHEBI:24789	IAO:0000115		
WARN	missing_definition	CHEBI:24829	IAO:0000115		
WARN	missing_definition	CHEBI:24834	IAO:0000115		
WARN	missing_definition	CHEBI:24836	IAO:0000115		
WARN	missing_definition	CHEBI:24839	IAO:0000115		
WARN	missing_definition	CHEBI:24844	IAO:0000115		
WARN	missing_definition	CHEBI:24846	IAO:0000115		
WARN	missing_definition	CHEBI:24860	IAO:0000115		
WARN	missing_definition	CHEBI:24867	IAO:0000115		
WARN	missing_definition	CHEBI:24868	IAO:0000115		
WARN	missing_definition	CHEBI:24873	IAO:0000115		
WARN	missing_definition	CHEBI:24875	IAO:0000115		
WARN	missing_definition	CHEBI:24897	IAO:0000115		
WARN	missing_definition	CHEBI:24909	IAO:0000115		
WARN	missing_definition	CHEBI:25016	IAO:0000115		
WARN	missing_definition	CHEBI:25107	IAO:0000115		
WARN	missing_definition	CHEBI:25108	IAO:0000115		
WARN	missing_definition	CHEBI:25154	IAO:0000115		
WARN	missing_definition	CHEBI:25155	IAO:0000115		
WARN	missing_definition	CHEBI:25195	IAO:0000115		
WARN	missing_definition	CHEBI:25196	IAO:0000115		
WARN	missing_definition	CHEBI:25197	IAO:0000115		
WARN	missing_definition	CHEBI:25213	IAO:0000115		
WARN	missing_definition	CHEBI:25236	IAO:0000115		
WARN	missing_definition	CHEBI:25273	IAO:0000115		
WARN	missing_definition	CHEBI:25274	IAO:0000115		
WARN	missing_definition	CHEBI:25348	IAO:0000115		
WARN	missing_definition	CHEBI:25355	IAO:0000115		
WARN	missing_definition	CHEBI:25370	IAO:0000115		
WARN	missing_definition	CHEBI:25414	IAO:0000115		
WARN	missing_definition	CHEBI:25430	IAO:0000115		
WARN	missing_definition	CHEBI:25447	IAO:0000115		
WARN	missing_definition	CHEBI:25471	IAO:0000115		
