Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	FYPO:0004653	IAO:0000115	A cellular process phenotype observed in the vegetative growth phase of the life cycle in which actomyosin contractile ring contraction begins later than normal.	
ERROR	duplicate_definition	FYPO:0006797	IAO:0000115	A cellular process phenotype observed in the vegetative growth phase of the life cycle in which actomyosin contractile ring contraction begins later than normal.	
ERROR	duplicate_definition	FYPO:0001273	IAO:0000115	A cellular process phenotype in which mitotic spindle elongation begins, but mitotic sister chromatid segregation stops before completing separation of chromosomes, and DNA remains in a single mass at or near the midpoint of the mitotic spindle.	
ERROR	duplicate_definition	FYPO:0003758	IAO:0000115	A cellular process phenotype in which mitotic spindle elongation begins, but mitotic sister chromatid segregation stops before completing separation of chromosomes, and DNA remains in a single mass at or near the midpoint of the mitotic spindle.	
ERROR	duplicate_definition	FYPO:0006357	IAO:0000115	A cellular process phenotype in which chromatin remodeling, i.e. any dynamic structural change to chromatin, occurs to a lower extent than normal when the cell is subject to glucose starvation.	
ERROR	duplicate_definition	FYPO:0006358	IAO:0000115	A cellular process phenotype in which chromatin remodeling, i.e. any dynamic structural change to chromatin, occurs to a lower extent than normal when the cell is subject to glucose starvation.	
ERROR	duplicate_definition	FYPO:0002910	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to transcribed regions of chromatin is decreased.	
ERROR	duplicate_definition	FYPO:0006729	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to transcribed regions of chromatin is decreased.	
ERROR	duplicate_definition	FYPO:0004248	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the vacuolar membrane is normal (i.e. indistinguishable from wild type).	
ERROR	duplicate_definition	FYPO:0006293	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the vacuolar membrane is normal (i.e. indistinguishable from wild type).	
ERROR	duplicate_definition	FYPO:0002902	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the kinetochore of a chromosome is decreased.	
ERROR	duplicate_definition	FYPO:0005300	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the kinetochore of a chromosome is decreased.	
ERROR	duplicate_definition	FYPO:0000929	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the cell cortex is decreased.	
ERROR	duplicate_definition	FYPO:0001441	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the localization of a protein to the cell cortex is decreased.	
ERROR	duplicate_definition	FYPO:0001547	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the amount of RNA measured in a cell during a cellular response to zinc ion starvation is higher than normal. Total RNA or a specific RNA may be affected.	
ERROR	duplicate_definition	FYPO:0006334	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the amount of RNA measured in a cell during a cellular response to zinc ion starvation is higher than normal. Total RNA or a specific RNA may be affected.	
ERROR	duplicate_definition	FYPO:0004957	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the amount of a specific substance measured in the mitochondrion differs from normal.	
ERROR	duplicate_definition	FYPO:0004958	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which the amount of a specific substance measured in the mitochondrion differs from normal.	
ERROR	duplicate_definition	FYPO:0001837	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which one or more proteins is localized to the mitotic spindle pole body for a longer time than normal.	
ERROR	duplicate_definition	FYPO:0005096	IAO:0000115	A cell phenotype observed in the vegetative growth phase of the life cycle in which one or more proteins is localized to the mitotic spindle pole body for a longer time than normal.	
ERROR	duplicate_definition	FYPO:0005635	IAO:0000115	A cell phenotype in which the localization of a protein to the spindle begins later than normal during the first meiotic nuclear division.	
ERROR	duplicate_definition	FYPO:0005636	IAO:0000115	A cell phenotype in which the localization of a protein to the spindle begins later than normal during the first meiotic nuclear division.	
ERROR	duplicate_definition	FYPO:0003548	IAO:0000115	A cell cycle phenotype in which the G1/S transition of the mitotic cell cycle does not occur after the cell has been arrested in G1 phase due to nitrogen starvation. The cell remains arrested in G1.	
ERROR	duplicate_definition	FYPO:0006909	IAO:0000115	A cell cycle phenotype in which the G1/S transition of the mitotic cell cycle does not occur after the cell has been arrested in G1 phase due to nitrogen starvation. The cell remains arrested in G1.	

